"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
14501,AW00025500,Janelle Lopez,41,"40-49",New,"2013-11-17",142,1,1170,2,2,0,1170.000000000000,1170.000000000000
14502,AW00025501,Shawn Jai,51,"50 and above",New,"2013-12-12",141,1,1155,2,2,0,1155.000000000000,1155.000000000000
14503,AW00025502,Carmen Kim,57,"50 and above",New,"2013-12-15",141,1,1174,2,2,0,1174.000000000000,1174.000000000000
14504,AW00025503,Richard Hill,58,"50 and above",New,"2013-07-07",146,1,49,3,3,0,49.000000000000,49.000000000000
14505,AW00025504,Calvin Sutton,41,"40-49",New,"2013-11-10",142,1,578,4,4,0,578.000000000000,578.000000000000
14506,AW00025505,Curtis Zhou,41,"40-49",New,"2013-09-15",144,1,39,2,2,0,39.000000000000,39.000000000000
14507,AW00025506,Cristina Raji,42,"40-49",New,"2013-11-12",142,1,1155,2,2,0,1155.000000000000,1155.000000000000
14508,AW00025507,Suzanne Guo,42,"40-49",New,"2013-04-05",149,1,5,1,1,0,5.000000000000,5.000000000000
14509,AW00025508,Melissa Cook,43,"40-49",New,"2013-11-03",142,1,540,1,1,0,540.000000000000,540.000000000000
14510,AW00025509,Lucas Hayes,42,"40-49",New,"2013-10-28",143,1,21,1,1,0,21.000000000000,21.000000000000
14511,AW00025510,Grant Kumar,42,"40-49",New,"2013-11-16",142,1,1212,5,5,0,1212.000000000000,1212.000000000000
14512,AW00025511,Chelsea Arun,42,"40-49",New,"2013-11-22",142,1,1134,3,3,0,1134.000000000000,1134.000000000000
14513,AW00025512,Devin Clark,43,"40-49",New,"2013-03-15",150,1,39,2,2,0,39.000000000000,39.000000000000
14514,AW00025513,Grace Walker,43,"40-49",New,"2013-03-26",150,1,7,2,2,0,7.000000000000,7.000000000000
14515,AW00025514,Dominic Martinez,43,"40-49",New,"2013-06-15",147,1,7,2,2,0,7.000000000000,7.000000000000
14516,AW00025515,Tara Deng,43,"40-49",New,"2013-11-09",142,1,40,2,2,0,40.000000000000,40.000000000000
14517,AW00025516,Cheryl Hernandez,44,"40-49",New,"2013-03-29",150,1,21,1,1,0,21.000000000000,21.000000000000
14518,AW00025517,Christina Cook,44,"40-49",New,"2013-10-10",143,1,40,2,2,0,40.000000000000,40.000000000000
14519,AW00025518,Oscar Lu,43,"40-49",New,"2013-08-27",145,1,40,2,2,0,40.000000000000,40.000000000000
14520,AW00025519,Margaret Sun,43,"40-49",New,"2013-11-04",142,1,40,2,2,0,40.000000000000,40.000000000000
14521,AW00025520,Candice Zeng,43,"40-49",New,"2013-06-19",147,1,114,4,4,0,114.000000000000,114.000000000000
14522,AW00025521,Douglas Sanchez,43,"40-49",New,"2013-02-15",151,1,30,2,2,0,30.000000000000,30.000000000000
14523,AW00025522,Casey Anand,43,"40-49",New,"2013-11-01",142,1,629,4,4,0,629.000000000000,629.000000000000
14524,AW00025523,Nathan Thompson,44,"40-49",New,"2013-08-17",145,1,39,2,2,0,39.000000000000,39.000000000000
14525,AW00025524,Shaun Anand,45,"40-49",New,"2013-04-06",149,1,25,2,2,0,25.000000000000,25.000000000000
14526,AW00025525,Heidi Srini,44,"40-49",New,"2013-11-25",142,1,663,6,6,0,663.000000000000,663.000000000000
14527,AW00025526,Armando Rubio,44,"40-49",New,"2013-03-16",150,1,60,3,3,0,60.000000000000,60.000000000000
14528,AW00025527,Robert Johnson,107,"50 and above",New,"2013-09-26",144,1,7,2,2,0,7.000000000000,7.000000000000
14529,AW00025528,Alexandria Butler,45,"40-49",New,"2013-11-12",142,1,565,3,3,0,565.000000000000,565.000000000000
14530,AW00025529,Jared Sanders,58,"50 and above",New,"2013-02-24",151,1,21,1,1,0,21.000000000000,21.000000000000
14531,AW00025530,Gerald Lopez,58,"50 and above",New,"2013-08-15",145,1,23,2,2,0,23.000000000000,23.000000000000
14532,AW00025531,Ebony Patel,46,"40-49",New,"2013-11-03",142,1,1188,4,4,0,1188.000000000000,1188.000000000000
14533,AW00025532,Warren Nath,58,"50 and above",New,"2013-03-09",150,1,1224,2,2,0,1224.000000000000,1224.000000000000
14534,AW00025533,Suzanne Huang,59,"50 and above",New,"2013-07-29",146,1,27,3,3,0,27.000000000000,27.000000000000
14535,AW00025534,Casey Sanz,84,"50 and above",New,"2013-08-14",145,1,5,1,1,0,5.000000000000,5.000000000000
14536,AW00025535,Brandi Navarro,83,"50 and above",New,"2013-09-02",144,1,40,2,2,0,40.000000000000,40.000000000000
14537,AW00025536,Rebekah Sai,83,"50 and above",New,"2014-01-14",140,1,21,1,1,0,21.000000000000,21.000000000000
14538,AW00025537,Nathan Phillips,84,"50 and above",New,"2013-10-22",143,1,39,2,2,0,39.000000000000,39.000000000000
14539,AW00025538,Andy Jim+®nez,57,"50 and above",New,"2013-03-26",150,1,1229,3,3,0,1229.000000000000,1229.000000000000
14540,AW00025539,Mathew Ortega,57,"50 and above",New,"2013-05-13",148,1,1278,3,3,0,1278.000000000000,1278.000000000000
14541,AW00025540,Rodney Alonso,52,"50 and above",New,"2013-06-13",147,1,1224,2,2,0,1224.000000000000,1224.000000000000
14542,AW00025541,Gary Hernandez,56,"50 and above",New,"2013-07-04",146,1,21,1,1,0,21.000000000000,21.000000000000
14543,AW00025542,Gerald Gutierrez,62,"50 and above",New,"2013-11-22",142,1,14,2,2,0,14.000000000000,14.000000000000
14544,AW00025543,Ramon Chen,58,"50 and above",New,"2013-11-24",142,1,49,3,3,0,49.000000000000,49.000000000000
14545,AW00025544,Sergio Fernandez,52,"50 and above",New,"2014-01-14",140,1,4,1,1,0,4.000000000000,4.000000000000
14546,AW00025545,Kelly Long,65,"50 and above",New,"2013-12-26",141,1,39,2,2,0,39.000000000000,39.000000000000
14547,AW00025546,Brianna Jones,66,"50 and above",New,"2013-10-29",143,1,1179,3,3,0,1179.000000000000,1179.000000000000
14548,AW00025547,Carla Suri,81,"50 and above",New,"2013-02-10",151,1,4,1,1,0,4.000000000000,4.000000000000
14549,AW00025548,Colleen Yuan,80,"50 and above",New,"2013-11-12",142,1,604,2,2,0,604.000000000000,604.000000000000
14550,AW00025549,Mallory Dominguez,78,"50 and above",New,"2013-07-07",146,1,7,2,2,0,7.000000000000,7.000000000000
14551,AW00025550,Krista Munoz,78,"50 and above",New,"2013-11-10",142,1,575,2,2,0,575.000000000000,575.000000000000
14552,AW00025551,Ross Torres,79,"50 and above",New,"2013-12-14",141,1,143,3,3,0,143.000000000000,143.000000000000
14553,AW00025552,Riley Ward,79,"50 and above",New,"2013-12-06",141,1,554,3,3,0,554.000000000000,554.000000000000
14554,AW00025553,Brett Srini,79,"50 and above",New,"2013-11-07",142,1,1120,1,1,0,1120.000000000000,1120.000000000000
14555,AW00025554,Jermaine Perez,76,"50 and above",New,"2013-04-27",149,1,7,2,2,0,7.000000000000,7.000000000000
14556,AW00025555,Trisha Lu,40,"40-49",Regular,"2013-10-23",143,2,1277,5,5,32,638.500000000000,39.906250000000
14557,AW00025556,Joan Martin,39,"30-39",Regular,"2013-10-06",143,2,1253,4,4,31,626.500000000000,40.419354838709
14558,AW00025557,Tyrone Navarro,39,"30-39",Regular,"2013-10-24",143,2,1262,4,4,31,631.000000000000,40.709677419354
14559,AW00025558,Zachary Wilson,40,"40-49",Regular,"2013-10-01",143,2,1307,5,5,31,653.500000000000,42.161290322580
14560,AW00025559,Troy Sanchez,39,"30-39",Regular,"2013-10-15",143,2,1253,4,4,31,626.500000000000,40.419354838709
14561,AW00025560,Daisy Vazquez,42,"40-49",Regular,"2013-10-18",143,2,1288,5,5,30,644.000000000000,42.933333333333
14562,AW00025561,Micah Zeng,43,"40-49",Regular,"2013-10-23",143,2,1288,5,5,30,644.000000000000,42.933333333333
14563,AW00025562,Bonnie Sharma,40,"40-49",Regular,"2013-10-26",143,2,1239,2,2,30,619.500000000000,41.300000000000
14564,AW00025563,Natasha Serrano,42,"40-49",Regular,"2013-10-05",143,2,1239,2,2,30,619.500000000000,41.300000000000
14565,AW00025564,Fernando Nelson,42,"40-49",Regular,"2013-10-27",143,2,1253,4,4,29,626.500000000000,43.206896551724
14566,AW00025565,Kevin Perez,42,"40-49",Regular,"2013-10-21",143,2,1239,2,2,29,619.500000000000,42.724137931034
14567,AW00025566,Kristine Navarro,42,"40-49",Regular,"2013-10-16",143,2,1253,4,4,29,626.500000000000,43.206896551724
14568,AW00025567,Dennis Zheng,42,"40-49",Regular,"2013-10-09",143,2,1239,2,2,29,619.500000000000,42.724137931034
14569,AW00025568,Christy Wu,42,"40-49",Regular,"2013-10-16",143,2,1253,4,4,28,626.500000000000,44.750000000000
14570,AW00025569,J+®sus Alvarez,71,"50 and above",New,"2013-06-09",147,1,90,3,3,0,90.000000000000,90.000000000000
14571,AW00025570,Robyn Torres,77,"50 and above",New,"2014-01-01",140,1,29,2,2,0,29.000000000000,29.000000000000
14572,AW00025571,Richard Lopez,77,"50 and above",New,"2013-12-17",141,1,589,4,4,0,589.000000000000,589.000000000000
14573,AW00025572,Allen Gonzalez,76,"50 and above",New,"2013-11-25",142,1,1169,4,4,0,1169.000000000000,1169.000000000000
14574,AW00025573,Rosa Zhou,77,"50 and above",New,"2013-11-03",142,1,1155,2,2,0,1155.000000000000,1155.000000000000
14575,AW00025574,Bradley Raje,58,"50 and above",New,"2013-06-26",147,1,1274,3,3,0,1274.000000000000,1274.000000000000
14576,AW00025575,Elijah Campbell,58,"50 and above",New,"2013-12-03",141,1,540,1,1,0,540.000000000000,540.000000000000
14577,AW00025576,Deborah She,59,"50 and above",New,"2013-11-12",142,1,1170,2,2,0,1170.000000000000,1170.000000000000
14578,AW00025577,Elijah Wright,53,"50 and above",New,"2013-12-26",141,1,1155,2,2,0,1155.000000000000,1155.000000000000
14579,AW00025578,Sabrina Martin,59,"50 and above",New,"2013-12-13",141,1,1155,2,2,0,1155.000000000000,1155.000000000000
14580,AW00025579,Bobby Prasad,60,"50 and above",New,"2013-03-27",150,1,40,2,2,0,40.000000000000,40.000000000000
14581,AW00025580,Amber Allen,59,"50 and above",New,"2013-06-20",147,1,40,2,2,0,40.000000000000,40.000000000000
14582,AW00025581,Kayla Bryant,59,"50 and above",New,"2013-09-27",144,1,34,3,3,0,34.000000000000,34.000000000000
14583,AW00025582,Leonard Luo,60,"50 and above",New,"2013-12-06",141,1,1164,3,3,0,1164.000000000000,1164.000000000000
14584,AW00025583,Carolyn Arthur,61,"50 and above",New,"2013-12-13",141,1,584,3,3,0,584.000000000000,584.000000000000
14585,AW00025584,Dominique Suri,61,"50 and above",New,"2013-12-12",141,1,1169,4,4,0,1169.000000000000,1169.000000000000
14586,AW00025585,Brent Sun,61,"50 and above",New,"2013-12-26",141,1,1188,4,4,0,1188.000000000000,1188.000000000000
14587,AW00025586,Molly Subram,61,"50 and above",New,"2013-06-27",147,1,1224,2,2,0,1224.000000000000,1224.000000000000
14588,AW00025587,Isaiah Young,60,"50 and above",New,"2013-12-24",141,1,540,1,1,0,540.000000000000,540.000000000000
14589,AW00025588,Jerry Pal,60,"50 and above",New,"2013-05-30",148,1,1224,2,2,0,1224.000000000000,1224.000000000000
14590,AW00025589,Lydia Perez,55,"50 and above",New,"2013-12-19",141,1,540,1,1,0,540.000000000000,540.000000000000
14591,AW00025590,Naomi Gill,49,"40-49",New,"2013-12-12",141,1,584,3,3,0,584.000000000000,584.000000000000
14592,AW00025591,Preston Ray,50,"50 and above",New,"2013-12-25",141,1,549,2,2,0,549.000000000000,549.000000000000
14593,AW00025592,Kendra Ortega,39,"30-39",New,"2013-05-04",148,1,39,2,2,0,39.000000000000,39.000000000000
14594,AW00025593,Micheal Gill,40,"40-49",New,"2013-07-19",146,1,1265,2,2,0,1265.000000000000,1265.000000000000
14595,AW00025594,Cindy Malhotra,50,"50 and above",New,"2013-07-30",146,1,1215,1,1,0,1215.000000000000,1215.000000000000
14596,AW00025595,Larry Rowe,49,"40-49",New,"2013-12-21",141,1,554,3,3,0,554.000000000000,554.000000000000
14597,AW00025596,Cheryl Moreno,49,"40-49",New,"2013-12-17",141,1,540,1,1,0,540.000000000000,540.000000000000
14598,AW00025597,Alan She,50,"50 and above",New,"2013-12-17",141,1,540,1,1,0,540.000000000000,540.000000000000
14599,AW00025598,Kendra Ruiz,49,"40-49",New,"2013-12-04",141,1,1151,4,4,0,1151.000000000000,1151.000000000000
14600,AW00025599,Aaron Russell,45,"40-49",New,"2013-12-11",141,1,1174,2,2,0,1174.000000000000,1174.000000000000
14601,AW00025600,Derek Anand,51,"50 and above",New,"2013-08-28",145,1,1269,2,2,0,1269.000000000000,1269.000000000000
14602,AW00025601,Grace Morgan,50,"50 and above",New,"2013-12-01",141,1,584,3,3,0,584.000000000000,584.000000000000
14603,AW00025602,Jermaine Sara,51,"50 and above",New,"2013-08-13",145,1,1764,3,3,0,1764.000000000000,1764.000000000000
14604,AW00025603,Dawn Guo,45,"40-49",New,"2013-12-17",141,1,1169,4,4,0,1169.000000000000,1169.000000000000
14605,AW00025604,Martin Vance,51,"50 and above",New,"2013-12-17",141,1,1174,2,2,0,1174.000000000000,1174.000000000000
14606,AW00025605,Abby Kov+ír,68,"50 and above",New,"2013-01-13",152,1,600,4,4,0,600.000000000000,600.000000000000
14607,AW00025606,Meredith Fernandez,67,"50 and above",New,"2013-08-09",145,1,1250,2,2,0,1250.000000000000,1250.000000000000
14608,AW00025607,Sharon Chander,56,"50 and above",New,"2013-08-16",145,1,1253,4,4,0,1253.000000000000,1253.000000000000
14609,AW00025608,Sandra Zeng,67,"50 and above",New,"2013-01-22",152,1,540,1,1,0,540.000000000000,540.000000000000
14610,AW00025609,Jaime Ruiz,68,"50 and above",New,"2012-12-31",153,1,565,3,3,0,565.000000000000,565.000000000000
14611,AW00025610,Brittney Zhao,46,"40-49",New,"2013-12-25",141,1,575,2,2,0,575.000000000000,575.000000000000
14612,AW00025611,Deanna Rodriguez,46,"40-49",New,"2013-01-09",152,1,564,2,2,0,564.000000000000,564.000000000000
14613,AW00025612,Clinton Rubio,51,"50 and above",New,"2013-02-07",151,1,575,2,2,0,575.000000000000,575.000000000000
14614,AW00025613,Erik Ruiz,51,"50 and above",New,"2013-08-23",145,1,1250,2,2,0,1250.000000000000,1250.000000000000
14615,AW00025614,Deanna Subram,52,"50 and above",New,"2013-08-22",145,1,1229,3,3,0,1229.000000000000,1229.000000000000
14616,AW00025615,Destiny Hall,52,"50 and above",New,"2013-02-16",151,1,575,2,2,0,575.000000000000,575.000000000000
14617,AW00025616,J+®sus Rubio,52,"50 and above",New,"2013-02-10",151,1,540,1,1,0,540.000000000000,540.000000000000
14618,AW00025617,Leonard Shan,46,"40-49",New,"2013-08-21",145,1,1250,2,2,0,1250.000000000000,1250.000000000000
14619,AW00025618,Albert Hernandez,52,"50 and above",New,"2013-01-01",152,1,2398,3,3,0,2398.000000000000,2398.000000000000
14620,AW00025619,Rafael Raji,41,"40-49",New,"2013-08-30",145,1,1274,3,3,0,1274.000000000000,1274.000000000000
14621,AW00025620,Alejandro Lu,52,"50 and above",New,"2013-04-10",149,1,40,2,2,0,40.000000000000,40.000000000000
14622,AW00025621,Brandon Flores,52,"50 and above",New,"2013-09-29",144,1,90,3,3,0,90.000000000000,90.000000000000
14623,AW00025622,Mary Hill,46,"40-49",New,"2013-06-15",147,1,2398,3,3,0,2398.000000000000,2398.000000000000
14624,AW00025623,Maria Oliver,46,"40-49",New,"2013-06-23",147,1,2398,3,3,0,2398.000000000000,2398.000000000000
14625,AW00025624,Mary Scott,51,"50 and above",New,"2013-05-14",148,1,39,3,3,0,39.000000000000,39.000000000000
14626,AW00025625,Krystal Cai,55,"50 and above",New,"2012-12-31",153,1,2433,4,4,0,2433.000000000000,2433.000000000000
14627,AW00025626,Janet Diaz,50,"50 and above",New,"2013-02-07",151,1,549,2,2,0,549.000000000000,549.000000000000
14628,AW00025627,Joe Carlson,56,"50 and above",New,"2013-02-09",151,1,48,3,3,0,48.000000000000,48.000000000000
14629,AW00025628,Jessie Dominguez,50,"50 and above",New,"2013-04-03",149,1,6,2,2,0,6.000000000000,6.000000000000
14630,AW00025629,Micheal Serrano,51,"50 and above",New,"2013-04-22",149,1,23,2,2,0,23.000000000000,23.000000000000
14631,AW00025630,Mandy Zeng,56,"50 and above",New,"2013-04-02",149,1,40,2,2,0,40.000000000000,40.000000000000
14632,AW00025631,Julie Deng,51,"50 and above",New,"2013-09-08",144,1,39,2,2,0,39.000000000000,39.000000000000
14633,AW00025632,Lee Moreno,87,"50 and above",New,"2013-03-06",150,1,54,2,2,0,54.000000000000,54.000000000000
14634,AW00025633,Tara Sutton,86,"50 and above",New,"2013-07-17",146,1,110,4,4,0,110.000000000000,110.000000000000
14635,AW00025634,Lydia Arun,48,"40-49",New,"2013-09-29",144,1,1751,2,2,0,1751.000000000000,1751.000000000000
14636,AW00025635,Warren Zhao,54,"50 and above",New,"2013-08-31",145,1,1755,2,2,0,1755.000000000000,1755.000000000000
14637,AW00025636,Tommy Raji,48,"40-49",New,"2013-12-10",141,1,1174,2,2,0,1174.000000000000,1174.000000000000
14638,AW00025637,Raquel Moreno,48,"40-49",New,"2013-08-02",145,1,2511,3,3,0,2511.000000000000,2511.000000000000
14639,AW00025638,Dale Tang,55,"50 and above",New,"2013-03-30",150,1,40,2,2,0,40.000000000000,40.000000000000
14640,AW00025639,Russell Lal,54,"50 and above",New,"2013-10-17",143,1,1229,3,3,0,1229.000000000000,1229.000000000000
14641,AW00025640,Candice Zhao,43,"40-49",New,"2013-02-17",151,1,2428,3,3,0,2428.000000000000,2428.000000000000
14642,AW00025641,Dana Schmidt,55,"50 and above",New,"2012-12-30",153,1,561,2,2,0,561.000000000000,561.000000000000
14643,AW00025642,Jon Rai,55,"50 and above",New,"2013-02-24",151,1,584,3,3,0,584.000000000000,584.000000000000
14644,AW00025643,Sergio Arun,44,"40-49",New,"2013-05-29",148,1,40,2,2,0,40.000000000000,40.000000000000
14645,AW00025644,Andrew Lewis,50,"50 and above",New,"2013-10-01",143,1,19,3,3,0,19.000000000000,19.000000000000
14646,AW00025645,Tommy Shen,44,"40-49",New,"2013-02-08",151,1,21,1,1,0,21.000000000000,21.000000000000
14647,AW00025646,Randall Torres,44,"40-49",New,"2013-02-17",151,1,540,1,1,0,540.000000000000,540.000000000000
14648,AW00025647,Kaitlyn Hernandez,50,"50 and above",New,"2013-03-24",150,1,563,3,3,0,563.000000000000,563.000000000000
14649,AW00025648,Michele Carlson,46,"40-49",New,"2013-06-28",147,1,5,1,1,0,5.000000000000,5.000000000000
14650,AW00025649,Trinity Morgan,56,"50 and above",New,"2013-11-26",142,1,1265,2,2,0,1265.000000000000,1265.000000000000
14651,AW00025650,Jillian Srini,51,"50 and above",New,"2013-09-23",144,1,60,3,3,0,60.000000000000,60.000000000000
14652,AW00025651,Alvin Yuan,57,"50 and above",New,"2013-09-20",144,1,1786,3,3,0,1786.000000000000,1786.000000000000
14653,AW00025652,Rachael Sara,42,"40-49",New,"2013-09-02",144,1,40,2,2,0,40.000000000000,40.000000000000
14654,AW00025653,Alan Gao,42,"40-49",New,"2013-05-14",148,1,30,2,2,0,30.000000000000,30.000000000000
14655,AW00025654,Carla Malhotra,41,"40-49",New,"2014-01-17",140,1,40,2,2,0,40.000000000000,40.000000000000
14656,AW00025655,Virginia Arun,51,"50 and above",New,"2013-03-21",150,1,571,4,4,0,571.000000000000,571.000000000000
14657,AW00025656,Brenda Sanchez,57,"50 and above",New,"2013-04-17",149,1,540,1,1,0,540.000000000000,540.000000000000
14658,AW00025657,Tammy Gonzalez,58,"50 and above",New,"2013-04-21",149,1,609,5,5,0,609.000000000000,609.000000000000
14659,AW00025658,Ricky Dominguez,58,"50 and above",New,"2013-08-29",145,1,1736,2,2,0,1736.000000000000,1736.000000000000
14660,AW00025659,Lee Navarro,58,"50 and above",New,"2013-04-17",149,1,567,4,4,0,567.000000000000,567.000000000000
14661,AW00025660,Warren Pal,58,"50 and above",New,"2013-11-18",142,1,1736,2,2,0,1736.000000000000,1736.000000000000
14662,AW00025661,Manuel Sai,57,"50 and above",New,"2013-11-10",142,1,1736,2,2,0,1736.000000000000,1736.000000000000
14663,AW00025662,Andre Kapoor,42,"40-49",New,"2013-09-15",144,1,95,3,3,0,95.000000000000,95.000000000000
14664,AW00025663,Masato Kawai,41,"40-49",New,"2013-08-13",145,1,95,3,3,0,95.000000000000,95.000000000000
14665,AW00025664,Jon Hu,41,"40-49",New,"2013-10-19",143,1,27,3,3,0,27.000000000000,27.000000000000
14666,AW00025665,Theresa Romero,42,"40-49",New,"2013-04-29",149,1,5,1,1,0,5.000000000000,5.000000000000
14667,AW00025666,Micheal Munoz,42,"40-49",New,"2013-06-03",147,1,40,2,2,0,40.000000000000,40.000000000000
14668,AW00025667,Jaclyn Gao,42,"40-49",New,"2013-04-28",149,1,23,2,2,0,23.000000000000,23.000000000000
14669,AW00025668,Carolyn Lopez,42,"40-49",New,"2013-08-22",145,1,89,3,3,0,89.000000000000,89.000000000000
14670,AW00025669,Stacy Ortega,42,"40-49",New,"2013-04-02",149,1,39,2,2,0,39.000000000000,39.000000000000
14671,AW00025670,Ariana Brooks,43,"40-49",New,"2013-11-24",142,1,49,3,3,0,49.000000000000,49.000000000000
14672,AW00025671,Brett Arun,43,"40-49",New,"2013-03-13",150,1,30,2,2,0,30.000000000000,30.000000000000
14673,AW00025672,Janelle Subram,45,"40-49",New,"2013-02-15",151,1,7,2,2,0,7.000000000000,7.000000000000
14674,AW00025673,Isaiah Turner,44,"40-49",New,"2013-09-22",144,1,7,2,2,0,7.000000000000,7.000000000000
14675,AW00025674,Reginald Navarro,43,"40-49",New,"2013-03-07",150,1,2419,2,2,0,2419.000000000000,2419.000000000000
14676,AW00025675,Joe Blanco,44,"40-49",New,"2013-02-15",151,1,549,2,2,0,549.000000000000,549.000000000000
14677,AW00025676,Mackenzie Scott,43,"40-49",New,"2013-05-13",148,1,67,3,3,0,67.000000000000,67.000000000000
14678,AW00025677,Veronica Lopez,46,"40-49",New,"2013-06-21",147,1,60,2,2,0,60.000000000000,60.000000000000
14679,AW00025678,Erica Yang,45,"40-49",New,"2014-01-19",140,1,60,3,3,0,60.000000000000,60.000000000000
14680,AW00025679,Meredith Rodriguez,45,"40-49",New,"2013-09-06",144,1,40,2,2,0,40.000000000000,40.000000000000
14681,AW00025680,Manuel Subram,44,"40-49",New,"2013-06-15",147,1,27,3,3,0,27.000000000000,27.000000000000
14682,AW00025681,Melinda Serrano,45,"40-49",New,"2013-02-28",151,1,2398,3,3,0,2398.000000000000,2398.000000000000
14683,AW00025682,Cheryl Ramos,41,"40-49",New,"2013-05-27",148,1,39,2,2,0,39.000000000000,39.000000000000
14684,AW00025683,Ebony Ruiz,49,"40-49",New,"2013-11-15",142,1,1251,4,4,0,1251.000000000000,1251.000000000000
14685,AW00025684,Jermaine Sanchez,58,"50 and above",New,"2013-10-10",143,1,23,2,2,0,23.000000000000,23.000000000000
14686,AW00025685,Barbara Liu,57,"50 and above",New,"2013-07-31",146,1,21,1,1,0,21.000000000000,21.000000000000
14687,AW00025686,Naomi Hernandez,41,"40-49",New,"2013-03-20",150,1,6,2,2,0,6.000000000000,6.000000000000
14688,AW00025687,Jade Cook,58,"50 and above",New,"2013-12-06",141,1,13,2,2,0,13.000000000000,13.000000000000
14689,AW00025688,Patrick Morris,58,"50 and above",New,"2013-08-29",145,1,69,3,3,0,69.000000000000,69.000000000000
14690,AW00025689,Andrea Campbell,58,"50 and above",New,"2013-07-10",146,1,6,2,2,0,6.000000000000,6.000000000000
14691,AW00025690,Theodore Alvarez,53,"50 and above",New,"2013-05-06",148,1,39,2,2,0,39.000000000000,39.000000000000
14692,AW00025691,Mitchell Black,58,"50 and above",New,"2013-03-02",150,1,27,3,3,0,27.000000000000,27.000000000000
14693,AW00025692,Kelvin Yuan,85,"50 and above",New,"2013-03-09",150,1,67,3,3,0,67.000000000000,67.000000000000
14694,AW00025693,Brandy Subram,57,"50 and above",New,"2013-12-13",141,1,1237,4,4,0,1237.000000000000,1237.000000000000
14695,AW00025694,Dawn Raje,47,"40-49",New,"2013-12-01",141,1,1224,2,2,0,1224.000000000000,1224.000000000000
14696,AW00025695,Kristine Blanco,62,"50 and above",New,"2013-06-06",147,1,34,2,2,0,34.000000000000,34.000000000000
14697,AW00025696,Damien Luo,62,"50 and above",New,"2013-09-28",144,1,43,3,3,0,43.000000000000,43.000000000000
14698,AW00025697,Miguel Harris,64,"50 and above",New,"2013-02-04",151,1,69,3,3,0,69.000000000000,69.000000000000
14699,AW00025698,Ariana Murphy,63,"50 and above",New,"2013-09-05",144,1,69,3,3,0,69.000000000000,69.000000000000
14700,AW00025699,Marcus Kelly,63,"50 and above",New,"2013-06-06",147,1,48,3,3,0,48.000000000000,48.000000000000
14701,AW00025700,Faith Coleman,65,"50 and above",New,"2013-12-14",141,1,1269,2,2,0,1269.000000000000,1269.000000000000
14702,AW00025701,Francisco Garcia,80,"50 and above",New,"2013-02-11",151,1,600,4,4,0,600.000000000000,600.000000000000
14703,AW00025702,Evelyn Lopez,78,"50 and above",New,"2013-03-29",150,1,2419,2,2,0,2419.000000000000,2419.000000000000
14704,AW00025703,Summer Rana,77,"50 and above",New,"2013-02-26",151,1,608,4,4,0,608.000000000000,608.000000000000
14705,AW00025704,Seth Murphy,40,"40-49",Regular,"2013-10-02",143,2,1239,2,2,28,619.500000000000,44.250000000000
14706,AW00025705,Levi Prasad,41,"40-49",Regular,"2013-11-26",142,2,1274,3,3,29,637.000000000000,43.931034482758
14707,AW00025706,Francisco Madan,42,"40-49",Regular,"2013-11-03",142,2,1239,2,2,29,619.500000000000,42.724137931034
14708,AW00025707,Louis Raje,41,"40-49",Regular,"2013-10-29",143,2,1262,5,5,28,631.000000000000,45.071428571428
14709,AW00025708,Misty Sharma,41,"40-49",Regular,"2013-11-26",142,2,1253,4,4,29,626.500000000000,43.206896551724
14710,AW00025709,Savannah Lopez,41,"40-49",Regular,"2013-11-21",142,2,1308,5,5,29,654.000000000000,45.103448275862
14711,AW00025710,Diana Gill,40,"40-49",Regular,"2013-11-28",142,2,1239,2,2,29,619.500000000000,42.724137931034
14712,AW00025711,Mario Luo,40,"40-49",Regular,"2013-11-27",142,2,1274,3,3,28,637.000000000000,45.500000000000
14713,AW00025712,Brent He,40,"40-49",Regular,"2013-11-28",142,2,1262,5,5,28,631.000000000000,45.071428571428
14714,AW00025713,Latasha Gill,41,"40-49",Regular,"2013-11-08",142,2,1288,5,5,28,644.000000000000,46.000000000000
14715,AW00025714,Darren Gutierrez,41,"40-49",Regular,"2013-11-27",142,2,1308,5,5,28,654.000000000000,46.714285714285
14716,AW00025715,Tabitha Sara,41,"40-49",Regular,"2013-11-26",142,2,1274,3,3,28,637.000000000000,45.500000000000
14717,AW00025716,Edwin Gao,41,"40-49",Regular,"2013-11-17",142,2,1303,3,3,28,651.500000000000,46.535714285714
14718,AW00025717,Ernest Guo,42,"40-49",Regular,"2013-11-02",142,2,1274,3,3,28,637.000000000000,45.500000000000
14719,AW00025718,Terrance Martinez,42,"40-49",Regular,"2013-11-11",142,2,1274,3,3,27,637.000000000000,47.185185185185
14720,AW00025719,Kristine Diaz,71,"50 and above",New,"2013-02-13",151,1,60,3,3,0,60.000000000000,60.000000000000
14721,AW00025720,Ronald Garcia,77,"50 and above",New,"2013-04-01",149,1,2433,4,4,0,2433.000000000000,2433.000000000000
14722,AW00025721,April Nara,76,"50 and above",New,"2013-03-23",150,1,584,3,3,0,584.000000000000,584.000000000000
14723,AW00025722,Noah Mitchell,58,"50 and above",New,"2013-01-09",152,1,777,2,2,0,777.000000000000,777.000000000000
